amanufacturer,bmodel,cderivative,dncap_safetystar_rating,encap_safetyadult_occupants%_score,fncap_safetychild_occupants%_score,gncap_safetypedestrians%_score,hncap_safetysafety_assist%_score
ALFA ROMEO,TONALE HATCHBACK,1.3 PHEV Sprint 5dr Auto,5,83,85,67,85
ALFA ROMEO,TONALE HATCHBACK,1.3 PHEV Veloce 5dr Auto,5,83,85,67,85
ALFA ROMEO,TONALE HATCHBACK,1.5 MHEV Sprint 5dr Auto,5,83,85,67,85
ALFA ROMEO,TONALE HATCHBACK,1.5 MHEV Veloce 5dr Auto,5,83,85,67,85
ALFA ROMEO,TONALE HATCHBACK SPECIAL EDITION,1.3 PHEV Intensa 5dr Auto,5,83,85,67,85
ALFA ROMEO,TONALE HATCHBACK SPECIAL EDITION,1.5 MHEV Intensa 5dr Auto,5,83,85,67,85
ALPINE,A290 HATCHBACK,130kW GT 52kWh 5dr Auto,4,80,80,76,68
ALPINE,A290 HATCHBACK,130kW GT Premium 52kWh 5dr Auto,4,80,80,76,68
ALPINE,A290 HATCHBACK,160kW GT Performance 52kWh 5dr Auto,4,80,80,76,68
ALPINE,A290 HATCHBACK,160kW GTS 52kWh 5dr Auto,4,80,80,76,68
ALPINE,A290 HATCHBACK SPECIAL EDITION,160kW Premiere Edition 52kWh 5dr Auto,4,80,80,76,68
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr S Tronic [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI Black Edition 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr S Tronic [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI S Line 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr S Tronic [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,25 TFSI Sport 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Ed 5dr S Tronic [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Edition 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Edition 5dr [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Edition 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Edition 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Black Edition 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr S Tronic [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI S Line 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr S Tronic [Tech Pack Pro],5,95,85,73,80
AUDI,A1 SPORTBACK,30 TFSI Sport 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,35 TFSI Black Edition 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,35 TFSI Black Edition 5dr S Tronic [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,35 TFSI Black Edition 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A1 SPORTBACK,35 TFSI S Line 5dr S Tronic,5,95,85,73,80
AUDI,A1 SPORTBACK,35 TFSI S Line 5dr S Tronic [Tech Pack Pro],5,,,,
AUDI,A1 SPORTBACK,35 TFSI S Line 5dr S Tronic [Tech Pack],5,95,85,73,80
AUDI,A5 AVANT,2.0 TFSI 150 S line 5dr S Tronic,5,87,88,78,77
AUDI,A5 AVANT,2.0 TFSI 150 Sport 5dr S Tronic,5,87,88,78,77
AUDI,A5 AVANT,2.0 TFSI 204 S line 5dr S Tronic,5,87,88,78,77
AUDI,A5 AVANT,2.0 TFSI 299 e Quattro S line 5dr S Tronic,5,87,88,78,77
AUDI,A5 AVANT,2.0 TFSI 299 e Quattro Sport 5dr S Tronic,5,87,88,78,77
AUDI,A5 AVANT,2.0 TFSI 299 e Quattro Technik 5dr S Tronic,5,87,88,78,77
AUDI,A5 DIESEL AVANT,2.0 TDI 204 S line 5dr S Tronic,5,87,88,78,77
AUDI,A5 DIESEL AVANT,2.0 TDI Quattro 204 S line 5dr S Tronic,5,87,88,78,77
AUDI,A5 DIESEL SALOON,2.0 TDI 204 S line 4dr S Tronic,5,87,88,78,77
AUDI,A5 DIESEL SALOON,2.0 TDI Quattro 204 S line 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 150 S line 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 150 Sport 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 204 S line 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 299 e Quattro S line 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 299 e Quattro Sport 4dr S Tronic,5,87,88,78,77
AUDI,A5 SALOON,2.0 TFSI 299 e Quattro Technik 4dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Qtro 299 Edition 1 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Quattro 299 Edition 1 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Quattro 299 S line 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Quattro 299 S line 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Quattro 299 Sport 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 e-Hybrid Quattro 299 Sport 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 Edition 1 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 Edition 1 5dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 S line 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 S line 5dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 Sport 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT,2.0 TFSI 204 Sport 5dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 AVANT SPECIAL EDITIONS,2.0 TDI Quattro 204 Launch Ed Plus 5dr S Tronic,5,87,88,78,77
AUDI,A6 AVANT SPECIAL EDITIONS,2.0 TDI Quattro 204 Launch Edition 5dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 Edition 1 5dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 Edition 1 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 S line 5dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 S line 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 Sport 5dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL AVANT,2.0 TDI Quattro 204 Sport 5dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 Edition 1 4dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 Edition 1 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 S line 4dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 S line 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 Sport 4dr S Tronic,5,87,88,78,77
AUDI,A6 DIESEL SALOON,2.0 TDI Quattro 204 Sport 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 E-TRON AVANT,210kW 83kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,210kW 83kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,210kW 83kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,210kW 83kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,210kW 83kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,210kW 83kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh Black Ed 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,270kW Performance 100kWh Vorsprung  5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,315kW Quattro 100kWh Vorsprung 5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,370kW S6 Qtro 100kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON AVANT,370kW S6 Quattro 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON AVANT,370kW S6 Quattro 100kWh Vorsprung 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,210kW 83kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh Black Ed 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,270kW Performance 100kWh Vorsprung 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh S Line 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh S Line 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh Sport 5dr Auto,5,92,91,75,80
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh Sport 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,315kW Quattro 100kWh Vorsprung 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,370kW S6 Qtro 100kWh Black Edition 5dr Auto [Tech],5,,,,
AUDI,A6 E-TRON SPORTBACK,370kW S6 Quattro 100kWh Black Edition 5dr Auto,5,,,,
AUDI,A6 E-TRON SPORTBACK,370kW S6 Quattro 100kWh Vorsprung 5dr Auto,5,,,,
AUDI,A6 SALOON,2.0 e-Hybrid Qtro 299 Edition 1 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 SALOON,2.0 e-Hybrid Quattro 299 Edition 1 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 e-Hybrid Quattro 299 S line 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 e-Hybrid Quattro 299 S line 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 SALOON,2.0 e-Hybrid Quattro 299 Sport 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 e-Hybrid Quattro 299 Sport 4dr S Tronic [S+V],5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 Edition 1 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 Edition 1 4dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 S line 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 S line 4dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 Sport 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON,2.0 TFSI 204 Sport 4dr S Tronic [Sound+Vision],5,87,88,78,77
AUDI,A6 SALOON SPECIAL EDITIONS,2.0 e-Hybrid Qtro 299 Launch Edition 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON SPECIAL EDITIONS,2.0 TDI Quattro 204 Launch Ed Plus 4dr S Tronic,5,87,88,78,77
AUDI,A6 SALOON SPECIAL EDITIONS,2.0 TDI Quattro 204 Launch Edition 4dr S Tronic,5,87,88,78,77
AUDI,Q3 DIESEL ESTATE,2.0 TDI Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI Edition 1 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI Edition 1 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI S Line 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI S Line 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,2.0 TDI Sport 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,"35 TDI Black Edition 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI Black Edition 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI Black Edition 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI Sport 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,35 TDI Sport 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,"40 TDI 193 Qtro Black Ed 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,40 TDI 193 Qtro Black Ed 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,40 TDI 193 Quattro Black Ed 5dr S Tronic [Tech],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,40 TDI 193 Quattro S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,40 TDI 193 Quattro S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL ESTATE,40 TDI 193 Quattro S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI Edition 1 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI Edition 1 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI S Line 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI S Line 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,2.0 TDI Sport 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,"35 TDI Black Edition 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI Black Edition 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI Black Edition 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI Sport 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,35 TDI Sport 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,"40 TDI 193 Qtro Black Ed 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,40 TDI 193 Qtro Black Ed 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,40 TDI 193 Quattro Black Ed 5dr S Tronic [Tech],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,40 TDI 193 Quattro S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,40 TDI 193 Quattro S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 DIESEL SPORTBACK,40 TDI 193 Quattro S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid Edition 1 5dr S Tronic [S+V Pro],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid Edition 1 5dr S Tronic [Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid S Line 5dr S Tronic [Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid S Line 5dr S Tronic[Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 e-Hybrid Sport 5dr S Tronic [Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI Edition 1 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI Edition 1 5dr S Tronic [Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI S Line 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI S Line 5dr S Tronic [Sound+Vision Pro],5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,1.5 TFSI Sport 5dr S Tronic [Sound+Vision Pack],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro Ed 1 5dr S Tronic [S+V Pro],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro Edition 1 5dr S Tronic [S+V],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro S Line 5dr S Tronic [S+V Pro],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI 265 Quattro S Line 5dr S Tronic [S+V],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro Edition 1 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro Edition 1 5dr S Tronic [S+V Pro],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro Edition 1 5dr S Tronic [S+V],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro S Line 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro S Line 5dr S Tronic [S+V Pro],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro S Line 5dr S Tronic[Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,2.0 TFSI Quattro Sport 5dr S Tronic [Sound+Vision],5,87,86,80,78
AUDI,Q3 ESTATE,"35 TFSI Black Edition 5dr [20"" Alloy]",5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Black Edition 5dr [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Black Edition 5dr [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,"35 TFSI Black Edition 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Black Edition 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Black Edition 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr [Leather],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr,5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr S Tronic,5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,35 TFSI Sport 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,"40 TFSI Quattro Black Ed 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 ESTATE,40 TFSI Quattro Black Ed 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,40 TFSI Quattro Black Ed 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,40 TFSI Quattro S Line 5dr S Tronic [Leather],5,87,86,80,78
AUDI,Q3 ESTATE,40 TFSI Quattro S Line 5dr S Tronic [Tech Pack],5,87,86,80,78
AUDI,Q3 ESTATE,40 TFSI Quattro S Line 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,"45 TFSI 245 Qtro Black Ed 5dr S Tronic [20"" Alloy]",5,87,86,80,78
AUDI,Q3 ESTATE,45 TFSI 245 Qtro Black Ed 5dr S Tronic [Tech Pro],5,87,86,80,78
AUDI,Q3 ESTATE,45 TFSI 245 Quattro Black Ed 5dr S Tronic [Tech],5,87,86,80,78
AUDI,Q3 ESTATE,45 TFSI 245 Quattro S Line 5dr S Tronic [Leather],5,87,86,80,78
